"Date/Time (PST)","Battery Voltage  (v) ","Relative Humidity  (%) ","Temperature  (deg F) ","Wind Direction  (deg.) ","Wind Speed Average  (mph) ","Wind Speed Maximum  (mph) ","Wind Speed Minimum  (mph) "
"2023-01-31 13:00:00",13.63,57.79,26.75,274.9,19.5,27.53,9.18
"2023-01-31 12:00:00",13.6,91,25.89,270.9,19.25,31.77,9.88
"2023-01-31 11:00:00",13.6,98.3,25.11,278.6,20.74,33.18,13.41
"2023-01-31 10:00:00",13.56,98.8,24.89,270.6,24.36,36.71,12.71
"2023-01-31 09:00:00",13.51,98.4,23.71,270.5,23.47,32.48,8.47
"2023-01-31 08:00:00",13.47,97.6,20.44,268.1,14.81,25.42,8.47
"2023-01-31 07:00:00",13.47,77.76,21.02,264.4,20.56,36.01,7.766
"2023-01-31 06:00:00",13.47,52.32,23.58,271.5,24.61,38.12,13.41
"2023-01-31 05:00:00",13.47,43.19,22.69,273,27.08,40.95,19.06
"2023-01-31 04:00:00",13.47,34.15,21.38,276.9,26.96,40.24,13.41
"2023-01-31 03:00:00",13.46,38.54,21.42,283.5,24.91,33.89,14.83
"2023-01-31 02:00:00",13.47,43.39,20.85,279.5,24.76,36.01,11.3
"2023-01-31 01:00:00",13.47,70.67,19.46,275.2,24.44,38.12,15.53
"2023-01-31 00:00:00",13.47,48.49,20.9,270.5,23.33,38.83,8.47
"2023-01-30 23:00:00",13.48,61.03,22.98,266.5,22.25,32.48,6.354
"2023-01-30 22:00:00",13.48,59.28,22.53,263,19.29,36.01,6.354
"2023-01-30 21:00:00",13.59,52.14,23.16,270.8,22.49,31.77,13.41
"2023-01-30 20:00:00",13.97,30.99,22.64,267.1,24.14,36.01,5.648
"2023-01-30 19:00:00",14,33.6,22.28,269.6,22.28,31.77,16.94
"2023-01-30 18:00:00",14.04,45.18,21.19,270.9,20.6,31.77,10.59
"2023-01-30 17:00:00",14.06,35.65,24.26,264.7,20.27,28.24,11.3
"2023-01-30 16:00:00",14.06,51.96,21.42,275,15.03,21.18,11.3
"2023-01-30 15:00:00",14.07,56.32,22.34,264.4,11,16.24,3.53
"2023-01-30 14:00:00",14.07,52.69,22.19,288.7,12.88,16.94,8.47
"2023-01-30 13:00:00",14.07,42.91,22.5,284.9,9.28,12.71,7.766
"2023-01-30 12:00:00",14.06,36.32,23.06,300.8,7.974,9.88,5.648
"2023-01-30 11:00:00",14.07,34.56,22.1,287.2,11.1,14.12,8.47
"2023-01-30 10:00:00",14.08,31.2,21.85,308.5,13.16,16.24,10.59
"2023-01-30 09:00:00",14.09,23.93,21.63,339.9,14.31,17.65,11.3
"2023-01-30 08:00:00",14.08,25.94,19.69,309.4,12.68,17.65,9.88
"2023-01-30 07:00:00",14.1,32.47,14.74,300,17.19,19.06,15.53
"2023-01-30 06:00:00",14.11,31.74,14.96,311.6,17.63,19.77,14.83
"2023-01-30 05:00:00",14.12,31.81,14.18,320.9,17.14,19.77,14.12
"2023-01-30 04:00:00",14.13,29.99,13.19,314.3,16.97,19.06,15.53
"2023-01-30 03:00:00",14.14,29.37,13.12,317.7,17.63,21.18,14.83
"2023-01-30 02:00:00",14.15,37.58,10.06,314.2,17.01,19.06,14.83
"2023-01-30 01:00:00",14.17,47.93,9.81,301.3,16.93,19.06,15.53
"2023-01-30 00:00:00",14.19,62.32,9.53,308,13.7,16.94,11.3
"2023-01-29 23:00:00",14.2,73.73,9.41,333.9,15.9,23.3,12
"2023-01-29 22:00:00",14.22,79.87,8.88,319.4,16.7,21.18,14.12
"2023-01-29 21:00:00",14.23,85.2,8.53,317.2,17.86,21.18,12
"2023-01-29 20:00:00",14.25,87,7.994,342,16.15,24,11.3
"2023-01-29 19:00:00",14.25,88.7,7.775,351,12.75,19.77,7.06
"2023-01-29 18:00:00",14.27,90,6.7,346.5,10.41,15.53,5.648
"2023-01-29 17:00:00",14.29,90.9,7.258,353.6,7.413,15.53,2.118
"2023-01-29 16:00:00",14.31,91.9,8.54,6.385,3.959,9.88,0
"2023-01-29 15:00:00",14.36,92.2,8.55,104.4,10.21,21.18,1.412
"2023-01-29 14:00:00",14.36,91.7,8.1,78.97,10.44,29.65,0
"2023-01-29 13:00:00",14.33,91.7,7.519,76.7,13.8,36.01,0
"2023-01-29 12:00:00",14.31,91.3,6.958,86.4,20.52,43.07,0
"2023-01-29 11:00:00",14.33,90.9,4.743,135.4,17.76,36.01,4.942
"2023-01-29 10:00:00",14.34,91.1,5.649,85.4,12.11,38.12,0
"2023-01-29 09:00:00",14.34,90.6,4.207,64.1,8.49,21.89,0
"2023-01-29 08:00:00",14.35,90.4,3.746,54.31,7.642,19.77,0
"2023-01-29 07:00:00",14.37,90.6,3.761,48.79,8.27,28.95,0
"2023-01-29 06:00:00",14.37,90.7,4.331,63.24,5.934,34.59,0
"2023-01-29 05:00:00",14.38,90.8,4.46,62.27,4.683,24,0
"2023-01-29 04:00:00",14.39,91.3,5.578,71.1,7.505,28.95,0
"2023-01-29 03:00:00",14.4,91.3,5.642,65.81,9.2,24.71,0
"2023-01-29 02:00:00",14.39,91.7,6.543,72.59,9.03,37.42,0
"2023-01-29 01:00:00",14.38,91.9,6.944,68.44,11.14,38.12,0
"2023-01-29 00:00:00",14.36,92,7.173,68.44,9.46,27.53,0
"2023-01-28 23:00:00",14.31,92.3,8.02,66.72,10.98,34.59,0
"2023-01-28 22:00:00",13.95,92.7,8.88,62.97,11.02,36.01,0
"2023-01-28 21:00:00",13.87,93.2,10.1,60.61,11.58,38.83,0
"2023-01-28 20:00:00",13.84,93.6,11.27,63.88,11.79,43.07,0
"2023-01-28 19:00:00",13.79,94.3,13.09,67.48,9.2,36.01,0
"2023-01-28 18:00:00",13.77,94.8,14.85,68.54,8.79,33.18,0
"2023-01-28 17:00:00",13.76,95.9,17.36,68.3,8.66,28.95,0
"2023-01-28 16:00:00",13.75,96.3,19.49,73.26,12.48,30.36,0
"2023-01-28 15:00:00",13.69,97.2,21.76,42.2,3.901,21.89,0
"2023-01-28 14:00:00",13.68,96.8,20.76,12.03,4.917,9.18,0
"2023-01-28 13:00:00",13.67,97.2,22.3,27.17,2.153,5.648,0
"2023-01-28 12:00:00",13.67,97.3,21.12,323,3.622,9.18,0
"2023-01-28 11:00:00",13.65,96.7,19.63,314.3,6.574,10.59,2.824
"2023-01-28 10:00:00",13.64,96.2,18.6,276.4,6.134,11.3,0
"2023-01-28 09:00:00",13.61,96.5,19.04,288.7,5.815,9.88,0
"2023-01-28 08:00:00",13.6,96.8,19.52,305.6,7.56,13.41,4.236
"2023-01-28 07:00:00",13.6,96.9,20.02,315.9,7.882,15.53,2.824
"2023-01-28 06:00:00",13.59,97,20.11,292.8,13.06,20.47,5.648
"2023-01-28 05:00:00",13.59,97,19.98,277.5,16.4,23.3,9.88
"2023-01-28 04:00:00",13.6,96.9,19.63,275.8,16.84,24.71,9.18
"2023-01-28 03:00:00",13.59,96.8,19.53,283.2,16.28,21.89,11.3
"2023-01-28 02:00:00",13.61,96.7,19.22,276.7,16.31,22.59,6.354
"2023-01-28 01:00:00",13.6,97,19.87,270.4,15.1,20.47,7.06
"2023-01-28 00:00:00",13.59,97.1,20.35,297.1,13.54,17.65,10.59
"2023-01-27 23:00:00",13.61,97.2,20.44,286.5,16.42,26.83,10.59
"2023-01-27 22:00:00",13.6,97.3,20.98,272.9,21.11,31.77,12.71
"2023-01-27 21:00:00",13.6,97.5,21.52,272.4,23.47,31.06,8.47
"2023-01-27 20:00:00",13.62,97.7,21.75,273.4,23.4,31.77,14.12
"2023-01-27 19:00:00",13.62,97.7,21.81,271,22.96,30.36,14.12
"2023-01-27 18:00:00",13.64,97.7,21.89,273.1,22.12,28.95,14.83
"2023-01-27 17:00:00",13.63,97.9,23.03,268.3,15.43,22.59,4.942
"2023-01-27 16:00:00",13.64,98.4,24.19,266.5,14.75,24,4.942
"2023-01-27 15:00:00",13.64,98.5,24.03,267.5,18,28.95,4.236
"2023-01-27 14:00:00",13.65,98.5,25.02,269.9,15.72,21.89,9.88
"2023-01-27 13:00:00",13.67,98.5,25.04,270.6,14.42,19.77,7.06
"2023-01-27 12:00:00",13.67,98.6,24.74,269.2,14.45,21.18,7.766
"2023-01-27 11:00:00",13.66,98.4,24.53,277.7,17.29,24,9.88
"2023-01-27 10:00:00",13.64,98.6,24.77,274.9,16.96,21.89,11.3
"2023-01-27 09:00:00",13.67,98.7,24.48,281.3,17.67,25.42,9.18
"2023-01-27 08:00:00",13.68,98.6,24.34,280.3,21.51,28.95,12
"2023-01-27 07:00:00",13.72,98.7,24.57,271,27.5,40.95,12
"2023-01-27 06:00:00",13.76,98.7,24.53,270,31.88,48.71,15.53
"2023-01-27 05:00:00",13.76,98.7,24.54,270.7,33.97,56.48,14.83
"2023-01-27 04:00:00",13.75,98.8,24.72,268.5,33.75,57.19,16.24
"2023-01-27 03:00:00",13.74,98.8,24.93,270.4,36.31,65.66,16.24
"2023-01-27 02:00:00",13.72,98.8,24.63,274.7,34.91,57.89,19.06
"2023-01-27 01:00:00",13.7,98.8,24.67,272.4,33.83,55.07,17.65
"2023-01-27 00:00:00",13.7,98.6,24.04,271.7,35.05,54.36,16.94
"2023-01-26 23:00:00",13.68,74.37,28,274.7,32.35,57.89,12.71
"2023-01-26 22:00:00",13.68,78.75,25.92,274.3,36.3,48.71,26.12
"2023-01-26 21:00:00",13.67,70.33,27.03,276.8,32.27,44.48,19.77
"2023-01-26 20:00:00",13.68,71.45,26.84,280.5,28.54,41.65,19.06
"2023-01-26 19:00:00",13.67,79.45,27.2,276.7,31.14,43.77,21.18
"2023-01-26 18:00:00",13.66,91,29.86,275.9,31.63,40.95,22.59
"2023-01-26 17:00:00",13.67,99.9,28.29,277.5,25.12,39.54,17.65
"2023-01-26 16:00:00",13.69,86.9,32.51,276.7,27.33,37.42,15.53
"2023-01-26 15:00:00",13.65,79.72,34.75,277,25.95,40.24,13.41
"2023-01-26 14:00:00",13.6,78.32,34.99,279.8,24.26,35.3,14.12
"2023-01-26 13:00:00",13.6,79.25,34.65,283.5,22.64,36.01,12
"2023-01-26 12:00:00",13.59,80.4,33.9,275.4,23.89,33.89,12.71
"2023-01-26 11:00:00",13.57,77.87,32.14,282.8,18.94,28.24,11.3
"2023-01-26 10:00:00",13.54,80.7,30.56,290.5,17.08,25.42,10.59
"2023-01-26 09:00:00",13.48,74.53,29.81,287.5,20.36,27.53,13.41
"2023-01-26 08:00:00",13.42,86.2,28.71,285.6,23.38,30.36,15.53
"2023-01-26 07:00:00",13.37,90.5,28.47,286.1,25.15,33.18,19.06
"2023-01-26 06:00:00",13.38,93.8,29.13,289.6,24.42,27.53,20.47
"2023-01-26 05:00:00",13.39,99.9,28.09,281.1,25.86,33.89,19.77
"2023-01-26 04:00:00",13.39,98.2,27.77,284.5,26.61,32.48,17.65
"2023-01-26 03:00:00",13.39,95.1,26.92,286.7,23.36,29.65,16.24
"2023-01-26 02:00:00",13.39,83.4,27.58,284.7,21.96,26.83,16.94
"2023-01-26 01:00:00",13.42,70.39,30.5,284.4,20.68,25.42,15.53
"2023-01-26 00:00:00",13.43,70.38,30.84,288.2,16.95,21.18,14.83
"2023-01-25 23:00:00",13.45,71.49,30.97,296.1,16.81,19.77,14.12
"2023-01-25 22:00:00",13.48,80.6,29.62,286.8,19.01,23.3,14.83
"2023-01-25 21:00:00",13.52,81.6,29.93,291,18.67,22.59,14.12
"2023-01-25 20:00:00",13.57,81.7,30.27,302.1,17.65,23.3,13.41
"2023-01-25 19:00:00",13.59,81.4,30.76,296.5,17.67,24,12
"2023-01-25 18:00:00",13.61,79.36,31.37,281.4,21.65,24.71,17.65
"2023-01-25 17:00:00",13.61,79.12,31.57,281.5,19.81,22.59,16.24
"2023-01-25 16:00:00",13.63,80.7,31.74,287.2,18.2,20.47,14.83
"2023-01-25 15:00:00",13.65,81.8,32.07,299.2,13.83,19.06,7.06
"2023-01-25 14:00:00",13.65,84,31.96,298.2,10.85,15.53,6.354
"2023-01-25 13:00:00",13.64,85.9,31.54,301.7,13.88,19.77,8.47
"2023-01-25 12:00:00",13.62,84.2,30.67,324.4,15.83,22.59,9.18
"2023-01-25 11:00:00",13.59,86.6,29.83,302.1,15.78,19.06,13.41
"2023-01-25 10:00:00",13.59,92.1,28.75,307,17.43,20.47,13.41
"2023-01-25 09:00:00",13.57,95,27.6,295.8,19.75,23.3,16.24
"2023-01-25 08:00:00",13.56,97.5,26.88,310.9,19.14,21.89,16.24
"2023-01-25 07:00:00",13.56,98.4,26.47,303.2,20.02,23.3,15.53
"2023-01-25 06:00:00",13.56,99,25.92,294.6,21.46,26.83,16.24
"2023-01-25 05:00:00",13.56,98.9,25.2,285.1,23.78,28.95,16.94
"2023-01-25 04:00:00",13.57,98.9,25.03,283.3,23.11,28.95,19.77
"2023-01-25 03:00:00",13.57,98.6,23.8,288.2,19.86,24,14.12
"2023-01-25 02:00:00",13.59,98.7,24.31,290.5,19.43,25.42,11.3
"2023-01-25 01:00:00",13.58,98.9,24.75,290.4,18.48,26.12,10.59
"2023-01-25 00:00:00",13.58,99,24.94,285,20.31,27.53,10.59
"2023-01-24 23:00:00",13.59,99.2,25.37,291.2,16.77,23.3,9.88
"2023-01-24 22:00:00",13.78,99.2,25.49,287.1,20.02,28.24,9.88
"2023-01-24 21:00:00",14,99.2,25.58,289.7,20.65,28.95,12.71
"2023-01-24 20:00:00",14,99.5,26.28,283.1,24.32,32.48,14.83
"2023-01-24 19:00:00",13.99,99.6,26.6,281.7,27.36,36.71,14.83
"2023-01-24 18:00:00",13.97,99.8,27.01,279.7,27.95,35.3,13.41
"2023-01-24 17:00:00",13.96,99.7,26.91,279.7,27.34,37.42,14.83
"2023-01-24 16:00:00",13.95,99.6,26.54,283.3,26.73,38.12,14.83
"2023-01-24 15:00:00",13.98,99.4,26.01,279.6,27.38,36.71,16.94
"2023-01-24 14:00:00",14,99.3,26.05,283.3,27.86,41.65,15.53
"2023-01-24 13:00:00",14.03,99.7,26.86,277.9,29.63,39.54,17.65
"2023-01-24 12:00:00",14.01,99.6,26.7,277.9,30.69,40.24,21.89
"2023-01-24 11:00:00",13.98,99.8,27.05,276.7,29.66,38.83,14.83
"2023-01-24 10:00:00",13.93,99.8,26.92,276.9,30.73,44.48,19.06
"2023-01-24 09:00:00",13.87,99.6,25.87,277.5,28.83,42.36,13.41
"2023-01-24 08:00:00",13.81,99.8,24.75,279.9,28.93,40.24,17.65
"2023-01-24 07:00:00",13.8,97,25.23,274.6,32.6,47.3,16.94
"2023-01-24 06:00:00",13.79,85.7,23.8,279.4,27.14,36.71,17.65
"2023-01-24 05:00:00",13.78,77.27,24.57,276,28.02,38.12,19.06
"2023-01-24 04:00:00",13.77,74.56,23.6,283.2,24.5,34.59,16.24
"2023-01-24 03:00:00",13.78,79.8,22.66,280,24.48,33.18,14.83
"2023-01-24 02:00:00",13.79,68.87,23.19,283,22.16,31.77,16.24
"2023-01-24 01:00:00",13.8,69.41,23.64,286.7,22.99,26.83,19.06
"2023-01-24 00:00:00",13.81,64.87,23.69,282.4,21.52,28.24,17.65
"2023-01-23 23:00:00",13.83,59.16,23.8,280.5,21.11,26.12,16.24
"2023-01-23 22:00:00",13.86,56.42,23.69,279,21.53,26.12,16.24
"2023-01-23 21:00:00",13.88,51.93,23.83,281.6,21.12,27.53,10.59
"2023-01-23 20:00:00",13.9,53.16,23.77,285.2,21.16,29.65,14.12
"2023-01-23 19:00:00",13.92,50.65,24.48,292.7,18.54,26.83,11.3
"2023-01-23 18:00:00",13.97,60.47,25.05,289.5,20.99,31.06,12
"2023-01-23 17:00:00",13.99,51.07,26.35,278.2,23.1,29.65,16.24
"2023-01-23 16:00:00",13.99,61.24,26.96,279.4,20,28.24,11.3
"2023-01-23 15:00:00",13.99,44.91,28.32,277.4,20.89,26.83,11.3
"2023-01-23 14:00:00",13.99,72.52,26.11,280.8,19.68,26.83,13.41
"2023-01-23 13:00:00",13.99,83.1,25.79,281.3,22.33,28.95,12.71
"2023-01-23 12:00:00",14.02,91.3,24.85,283.4,19.66,25.42,14.83
"2023-01-23 11:00:00",14.07,91.9,24.68,285.8,22.61,27.53,16.24
"2023-01-23 10:00:00",14.11,97.9,23.2,281.1,22.03,26.83,18.36
"2023-01-23 09:00:00",14.13,98.1,22.1,285.2,23.51,33.89,10.59
"2023-01-23 08:00:00",14.12,98.8,19.29,288.2,21.14,32.48,9.18
"2023-01-23 07:00:00",14.12,98.5,24,276.6,25.4,36.01,14.83
"2023-01-23 06:00:00",14.12,81.2,18.46,282.2,24.87,33.89,14.83
"2023-01-23 05:00:00",14.13,82.5,24.61,276.9,20.53,28.24,12
"2023-01-23 04:00:00",14.13,78.83,26.75,280,18.57,24.71,12
"2023-01-23 03:00:00",14.13,84.6,26.25,278.1,20.5,28.95,15.53
"2023-01-23 02:00:00",14.13,76.74,24.52,275.7,23.37,29.65,16.24
"2023-01-23 01:00:00",14.12,67.06,21.3,278,24.93,31.06,19.06
"2023-01-23 00:00:00",14.01,84.8,17.66,292.3,24.05,27.53,20.47
"2023-01-22 23:00:00",13.65,95.2,17.31,288.3,21.51,24.71,18.36
"2023-01-22 22:00:00",13.65,95.5,16.47,287.9,21.23,24,18.36
"2023-01-22 21:00:00",13.64,95.3,15.49,285.7,21.86,25.42,19.06
"2023-01-22 20:00:00",13.64,95.3,15.51,285.6,23.75,28.95,19.77
"2023-01-22 19:00:00",13.64,95.5,15.72,282.1,24.42,27.53,20.47
"2023-01-22 18:00:00",13.64,94.6,13.46,283.3,20.3,24.71,14.83
"2023-01-22 17:00:00",13.62,95,14.88,276.4,19.67,26.83,14.12
"2023-01-22 16:00:00",13.63,95.6,16.69,275.1,17.46,21.89,12.71
"2023-01-22 15:00:00",13.62,95.9,17.33,271.3,18.13,24.71,7.766
"2023-01-22 14:00:00",13.6,96,17.7,268.2,19.29,28.95,8.47
"2023-01-22 13:00:00",13.6,95.8,17.69,268.4,17.04,24,9.18
"2023-01-22 12:00:00",13.63,95.7,17.06,266.7,14.26,22.59,2.824
"2023-01-22 11:00:00",13.63,95.5,16.37,270.8,12.9,18.36,8.47
"2023-01-22 10:00:00",13.63,95.3,15.71,272.5,12.12,17.65,6.354
"2023-01-22 09:00:00",13.63,95.2,15.66,268.3,16.44,21.89,9.18
"2023-01-22 08:00:00",13.65,95.4,15.87,271.7,19.66,27.53,8.47
"2023-01-22 07:00:00",13.7,95.6,16.3,270.8,19.78,28.24,9.18
"2023-01-22 06:00:00",13.7,95.8,16.61,271.7,18.71,26.12,7.06
"2023-01-22 05:00:00",13.7,95.9,17.11,280.5,20.5,29.65,13.41
"2023-01-22 04:00:00",13.69,96.1,17.42,289.1,19.72,28.95,7.766
"2023-01-22 03:00:00",13.68,96.2,17.82,286.8,21.07,30.36,10.59
"2023-01-22 02:00:00",13.67,96.3,18.01,285.2,24.39,34.59,13.41
"2023-01-22 01:00:00",13.67,96.3,18.11,276.7,27.11,38.12,14.83
"2023-01-22 00:00:00",13.64,96.3,18.31,285.1,25.08,37.42,12.71
"2023-01-21 23:00:00",13.62,96.6,19.02,276.8,25.31,36.01,13.41
"2023-01-21 22:00:00",13.6,96.7,19.26,271.6,25.59,37.42,14.12
"2023-01-21 21:00:00",13.57,96.6,18.87,271.9,27.5,40.24,13.41
"2023-01-21 20:00:00",13.53,96.5,18.81,269.1,24.89,49.42,9.88
"2023-01-21 19:00:00",13.52,96.5,18.91,265,19.46,40.95,4.942
"2023-01-21 18:00:00",13.53,96.4,18.73,249.2,16.23,35.3,5.648
"2023-01-21 17:00:00",13.55,96.4,18.59,229.1,18.14,31.06,5.648
"2023-01-21 16:00:00",13.57,96.4,18.82,231.9,23.45,40.95,12
"2023-01-21 15:00:00",13.59,96.7,19.59,238.4,23.63,44.48,10.59
"2023-01-21 14:00:00",13.62,96,20.51,234.7,22.86,38.83,9.18
"2023-01-21 13:00:00",13.62,96.9,20.74,229.1,26.81,45.89,12
"2023-01-21 12:00:00",13.63,93.4,21.67,214.7,20.32,51.54,9.88
"2023-01-21 11:00:00",13.64,79.43,25.14,216.7,23.04,45.18,9.88
"2023-01-21 10:00:00",13.65,74.63,26.53,212.4,27.13,50.13,9.88
"2023-01-21 09:00:00",13.65,71.1,28.97,202,25.6,44.48,11.3
"2023-01-21 08:00:00",13.66,58.99,31.12,200.1,32.84,52.24,16.94
"2023-01-21 07:00:00",13.69,53.64,33.35,195.5,34.58,48.01,19.06
"2023-01-21 06:00:00",13.71,58.1,31.67,191.2,36.3,59.3,9.88
"2023-01-21 05:00:00",13.7,57.58,31.37,199.9,26.65,42.36,9.18
"2023-01-21 04:00:00",13.68,56.61,31.94,164,25.94,35.3,14.12
"2023-01-21 03:00:00",13.66,54.47,32.82,179.5,21.63,31.06,9.18
"2023-01-21 02:00:00",13.64,61.6,30.73,162,19.34,28.95,8.47
"2023-01-21 01:00:00",13.63,63.15,30.72,148.1,20.32,31.77,10.59
"2023-01-21 00:00:00",13.62,62.12,31.57,165.6,12.14,23.3,4.942
"2023-01-20 23:00:00",13.62,59.12,31.78,154.9,11.06,17.65,6.354
"2023-01-20 22:00:00",13.65,73.25,30.59,127.5,10.13,13.41,4.942
"2023-01-20 21:00:00",13.67,74.47,30.28,121.3,11,14.83,7.766
"2023-01-20 20:00:00",13.68,73.57,30.34,94.8,7.382,11.3,2.824
"2023-01-20 19:00:00",13.69,71.44,30.39,50.27,11.01,14.83,4.942
"2023-01-20 18:00:00",13.7,71.79,29.94,28.76,11.06,14.83,7.06
"2023-01-20 17:00:00",13.68,69.71,30.45,6.844,6.911,9.88,3.53
"2023-01-20 16:00:00",13.67,81.5,27,302.4,9.54,12.71,6.354
"2023-01-20 15:00:00",13.67,92.7,25.59,282.7,13.44,15.53,11.3
"2023-01-20 14:00:00",13.68,96.2,25.47,282.7,14.45,17.65,11.3
"2023-01-20 13:00:00",13.7,94,25.55,291.5,13.51,17.65,9.88
"2023-01-20 12:00:00",13.69,91.6,25.32,305.5,14.27,19.77,9.88
"2023-01-20 11:00:00",13.69,93.5,23.95,287.1,16.76,21.89,12.71
"2023-01-20 10:00:00",13.67,90.3,22.66,292.3,18.82,22.59,13.41
"2023-01-20 09:00:00",13.67,82.6,21.64,295.7,17.96,21.89,14.83
"2023-01-20 08:00:00",13.68,78.19,22.05,294.7,17.36,19.77,14.12
"2023-01-20 07:00:00",13.69,72.2,21.9,288.5,20.79,24.71,16.94
"2023-01-20 06:00:00",13.7,39.27,20.97,286.9,22.88,26.83,17.65
"2023-01-20 05:00:00",13.73,32,19.31,287.7,23.25,26.12,19.77
"2023-01-20 04:00:00",13.73,43.83,18.5,277.4,21.68,24.71,19.06
"2023-01-20 03:00:00",13.73,75.06,16.9,274.5,21.91,25.42,18.36
"2023-01-20 02:00:00",13.73,88.1,16.36,276.7,19.64,24,14.12
"2023-01-20 01:00:00",13.72,86.3,16.24,274.2,17.67,21.89,12
"2023-01-20 00:00:00",13.71,91.2,16.28,278.3,16.67,21.89,12
"2023-01-19 23:00:00",13.71,94.3,16.31,272.8,16.13,21.18,11.3
"2023-01-19 22:00:00",13.71,95,16.06,271.9,19.25,22.59,15.53
"2023-01-19 21:00:00",13.7,94.8,15,271.7,16.14,19.06,12
"2023-01-19 20:00:00",13.7,94.8,14.51,269.1,16.87,19.77,14.12
"2023-01-19 19:00:00",13.69,94.8,14.81,277.2,17.07,19.77,14.12
"2023-01-19 18:00:00",13.66,94.8,14.89,271,15.01,19.06,12
"2023-01-19 17:00:00",13.66,94.9,15.45,274.1,15.87,20.47,13.41
"2023-01-19 16:00:00",13.65,95.6,17.08,275.3,14.85,18.36,11.3
"2023-01-19 15:00:00",13.65,95.8,17.08,271.5,14.17,17.65,11.3
"2023-01-19 14:00:00",13.62,95.9,17.37,275.8,14.48,18.36,11.3
"2023-01-19 13:00:00",13.61,95.8,16.93,273.1,13.91,18.36,9.88
"2023-01-19 12:00:00",13.59,95.5,16.11,276.5,15.15,21.18,11.3
"2023-01-19 11:00:00",13.56,95.1,15.16,272,18.13,23.3,14.12
"2023-01-19 10:00:00",13.53,94.9,14.39,269.3,18.06,23.3,12.71
"2023-01-19 09:00:00",13.48,94.8,14.28,269.9,17.32,21.18,13.41
"2023-01-19 08:00:00",13.41,95,14.22,272.1,16.02,20.47,11.3
"2023-01-19 07:00:00",13.34,94.8,13.98,271,13.83,19.06,7.06
"2023-01-19 06:00:00",13.34,95,14.42,269.9,15.92,24,3.53
"2023-01-19 05:00:00",13.34,95.2,15.07,269.5,14.87,21.89,6.354
"2023-01-19 04:00:00",13.34,95.4,15.41,272.7,16.4,24,9.88
"2023-01-19 03:00:00",13.34,95.3,15.17,272.8,15.11,26.83,7.06
"2023-01-19 02:00:00",13.34,95.5,15.54,275.4,14.34,22.59,7.766
"2023-01-19 01:00:00",13.35,95.6,16.02,270.7,18.07,26.83,11.3
"2023-01-19 00:00:00",13.37,95.7,15.89,274.2,17.74,27.53,9.88
"2023-01-18 23:00:00",13.67,95.7,16.08,268.2,15.73,24,5.648
"2023-01-18 22:00:00",13.83,95.7,16.07,271.6,19.35,31.77,7.06
"2023-01-18 21:00:00",13.88,95.9,16.41,268.1,18.48,28.24,5.648
"2023-01-18 20:00:00",13.94,95.9,16.32,272.5,18.38,27.53,10.59
"2023-01-18 19:00:00",14,96.3,17.85,269.1,18.16,27.53,6.354
"2023-01-18 18:00:00",14.01,96.5,17.98,271.4,19.74,26.12,9.88
"2023-01-18 17:00:00",14.01,96.5,17.93,268.8,22.33,35.3,7.06
"2023-01-18 16:00:00",14.02,95.9,17.44,271.4,23.37,45.89,7.766
"2023-01-18 15:00:00",14.02,97,20.19,281.1,16.9,35.3,7.766
"2023-01-18 14:00:00",14.02,98,23.9,294.9,5.768,22.59,0.706
"2023-01-18 13:00:00",14.01,99.1,26.69,229.9,7.976,24.71,0
"2023-01-18 12:00:00",14,98.7,25.65,201.3,21.43,45.89,6.354
"2023-01-18 11:00:00",13.99,98.7,25.08,196.2,31.42,57.19,13.41
"2023-01-18 10:00:00",13.97,98.7,25.01,188.2,38.16,69.19,14.83
"2023-01-18 09:00:00",13.93,98.7,24.45,182.9,35.18,57.89,19.77
"2023-01-18 08:00:00",13.9,98.5,23.95,180.8,28.76,50.13,12.71
"2023-01-18 07:00:00",13.89,98.4,23.74,182.1,25.98,45.18,11.3
"2023-01-18 06:00:00",13.89,98.2,23.35,203.2,32.41,57.19,12.71
"2023-01-18 05:00:00",13.88,97.9,23.01,197.6,41.49,64.95,21.89
"2023-01-18 04:00:00",13.89,96.6,23.22,187.3,25.9,59.3,6.354
"2023-01-18 03:00:00",13.89,96.1,22.95,224,12.5,30.36,3.53
"2023-01-18 02:00:00",13.89,97.3,23.21,212.4,28.83,48.01,12
"2023-01-18 01:00:00",13.9,97.5,23.22,219.4,25.19,43.77,10.59
"2023-01-18 00:00:00",13.91,97.6,23.05,229.2,20.95,30.36,11.3
"2023-01-17 23:00:00",13.93,97.3,23.05,217.9,17.16,28.95,5.648
"2023-01-17 22:00:00",13.95,96.6,23.31,219.5,18.25,28.95,9.18
"2023-01-17 21:00:00",13.98,97,22.91,212,15.11,27.53,2.824
"2023-01-17 20:00:00",14.02,96.5,23.36,213.4,18.91,29.65,6.354
"2023-01-17 19:00:00",14.05,96.4,23.26,213.3,18.71,27.53,6.354
"2023-01-17 18:00:00",14.05,96.9,23.21,214.7,16.95,30.36,7.06
"2023-01-17 17:00:00",14.03,95.8,21.19,214.5,7.368,15.53,0.706
"2023-01-17 16:00:00",14.02,93.6,24.25,226.5,4.167,13.41,0
"2023-01-17 15:00:00",14.01,95.6,25.55,246.1,4.33,12,1.412
"2023-01-17 14:00:00",14.02,95.5,25.32,223.7,6.038,11.3,1.412
