Date,Max Windspeed 24hr,Was High Winds 24hr
2022-07-17,21.349999999999998,0
2022-07-18,33.333333333333336,1
2022-07-19,35.376666666666665,1
2022-07-20,20.703333333333333,0
2022-07-21,20.91,0
2022-07-22,22.416666666666668,0
2022-07-23,26.820000000000004,1
2022-07-24,23.416666666666668,0
2022-07-25,20.146666666666665,0
2022-07-26,19.436666666666667,0
2022-07-27,21.453333333333333,0
2022-07-28,18.64,0
2022-07-29,19.82,0
2022-07-30,20.756666666666664,0
2022-07-31,19.98,0
2022-08-01,21.666666666666668,0
2022-08-02,23.67,0
2022-08-03,30.75,1
2022-08-04,29.88,1
2022-08-05,26.406666666666666,1
2022-08-06,22.55666666666667,0
2022-08-07,17.863333333333333,0
2022-08-08,18.709999999999997,0
2022-08-09,18.606666666666666,0
2022-08-10,26.73,1
2022-08-11,29.646666666666665,1
2022-08-12,29.326666666666664,1
2022-08-13,29.19,1
2022-08-14,27.626666666666665,1
2022-08-15,23.03333333333333,0
2022-08-16,18.05333333333333,0
2022-08-17,20.336666666666666,0
2022-08-18,22.89,0
2022-08-19,26.123333333333335,1
2022-08-20,18.09,0
2022-08-21,17.560000000000002,0
2022-08-22,20.746666666666666,0
2022-08-23,21.046666666666667,0
2022-08-24,16.473333333333333,0
2022-08-25,16.59,0
2022-08-26,22.436666666666667,0
2022-08-27,32.73333333333333,1
2022-08-28,37.419999999999995,1
2022-08-29,20.150000000000002,0
2022-08-30,16.486666666666665,0
2022-08-31,18.576666666666668,0
2022-09-01,25.713333333333335,1
2022-09-02,22.166666666666668,0
2022-09-03,25.33,1
2022-09-04,22.25333333333333,0
2022-09-05,24.399999999999995,0
2022-09-06,26.896666666666665,1
2022-09-07,19.136666666666667,0
2022-09-08,28.336666666666662,1
2022-09-09,24.213333333333335,0
2022-09-10,46.00333333333334,1
2022-09-11,46.223333333333336,1
2022-09-12,21.163333333333334,0
2022-09-13,25.650000000000002,1
2022-09-14,19.748333333333335,0
2022-09-15,12.958999999999998,0
2022-09-16,15.412333333333331,0
2022-09-17,30.043333333333333,1
2022-09-18,22.666666666666668,0
2022-09-19,32.413333333333334,1
2022-09-20,16.66,0
2022-09-21,24.659999999999997,0
2022-09-22,32.72333333333333,1
2022-09-23,34.01333333333333,1
2022-09-24,23.929999999999996,0
2022-09-25,22.91,0
2022-09-26,20.822333333333333,0
2022-09-27,26.47666666666667,1
2022-09-28,19.146666666666665,0
2022-09-29,16.71666666666667,0
2022-09-30,12.270000000000001,0
2022-10-01,14.073333333333332,0
2022-10-02,30.433333333333334,1
2022-10-03,25.34,1
2022-10-04,19.503333333333334,0
2022-10-05,17.10233333333333,0
2022-10-06,18.816666666666666,0
2022-10-07,24.689999999999998,0
2022-10-08,16.463333333333335,0
2022-10-09,12.860333333333331,0
2022-10-10,14.680666666666667,0
2022-10-11,43.64666666666667,1
2022-10-12,26.536666666666665,1
2022-10-13,20.900000000000002,0
2022-10-14,26.900000000000002,1
2022-10-15,20.24,0
2022-10-16,37.65,1
2022-10-17,38.28,1
2022-10-18,21.000666666666664,0
2022-10-19,14.839999999999998,0
2022-10-20,19.706666666666667,0
2022-10-21,37.81,1
2022-10-22,47.56999999999999,1
2022-10-23,27.74,1
2022-10-24,20.54,0
2022-10-25,50.18333333333334,1
2022-10-26,47.553333333333335,1
2022-10-27,40.69,1
2022-10-28,36.46,1
2022-10-29,34.07333333333333,1
2022-10-30,31.920999999999996,1
2022-10-31,39.153333333333336,1
2022-11-01,43.64666666666667,1
2022-11-02,19.936666666666667,0
2022-11-03,25.123333333333335,1
2022-11-04,31.75666666666667,1
2022-11-05,75.50333333333333,1
2022-11-06,75.87,1
2022-11-07,39.46666666666666,1
2022-11-08,40.55666666666667,1
2022-11-09,35.70666666666667,1
2022-11-10,27.14,1
2022-11-11,27.482,1
2022-11-12,35.43,1
2022-11-13,21.06,0
2022-11-14,23.47666666666667,0
2022-11-15,32.00333333333333,1
2022-11-16,39.589999999999996,1
2022-11-17,15.204666666666668,0
2022-11-18,46.32333333333333,1
2022-11-19,44.60666666666666,1
2022-11-20,24.286666666666665,0
2022-11-21,15.781666666666666,0
2022-11-22,19.465666666666667,0
2022-11-23,63.053333333333335,1
2022-11-24,40.39666666666667,1
2022-11-25,32.71666666666667,1
2022-11-26,35.54666666666666,1
2022-11-27,41.601333333333336,1
2022-11-28,61.29666666666666,1
2022-11-29,34.77666666666667,1
2022-11-30,50.09,1
2022-12-01,53.26,1
2022-12-02,33.330000000000005,1
2022-12-03,42.589999999999996,1
2022-12-04,49.0,1
2022-12-05,50.133333333333326,1
2022-12-06,24.495,0
2022-12-07,30.264,1
2022-12-08,39.35666666666666,1
2022-12-09,43.63333333333333,1
2022-12-10,45.14333333333334,1
2022-12-11,48.919999999999995,1
2022-12-12,19.996666666666666,0
2022-12-13,19.27,0
2022-12-14,19.42,0
2022-12-15,22.046666666666667,0
2022-12-16,25.554333333333332,1
2022-12-17,26.653999999999996,1
2022-12-18,42.78,1
2022-12-19,54.333333333333336,1
2022-12-20,39.623333333333335,1
2022-12-21,55.66,1
2022-12-22,41.973333333333336,1
2022-12-23,41.49333333333333,1
2022-12-24,43.580000000000005,1
2022-12-25,60.40666666666667,1
2022-12-26,48.71,1
2022-12-27,64.32333333333334,1
2022-12-28,75.40666666666667,1
2022-12-29,57.30666666666667,1
2022-12-30,45.29333333333333,1
2022-12-31,50.163333333333334,1
2023-01-01,36.63999999999999,1
2023-01-02,24.406666666666666,0
2023-01-03,43.593333333333334,1
2023-01-04,35.99,1
2023-01-05,56.63,1
2023-01-06,56.67333333333334,1
2023-01-07,43.79666666666666,1
2023-01-08,42.46666666666666,1
2023-01-09,63.25333333333333,1
2023-01-10,57.26333333333333,1
2023-01-11,45.35,1
2023-01-12,51.28333333333333,1
2023-01-13,46.223333333333336,1
2023-01-14,39.82666666666666,1
2023-01-15,43.376666666666665,1
2023-01-16,46.11666666666667,1
2023-01-17,21.612666666666666,0
2023-01-18,22.81,0
2023-01-19,46.72333333333333,1
2023-01-20,27.771,1
2023-01-21,19.113333333333333,0
2023-01-22,54.36666666666667,1
2023-01-23,38.949999999999996,1
2023-01-24,28.596666666666664,1
2023-01-25,32.36333333333334,1
2023-01-26,25.76,1
2023-01-27,45.98,1
2023-01-28,55.19,1
2023-01-29,34.016666666666666,1
2023-01-30,33.53,1
2023-01-31,26.576666666666664,1
2023-02-01,31.763666666666666,1
2023-02-02,34.52,1
2023-02-03,41.39666666666667,1
2023-02-04,66.35000000000001,1
2023-02-05,38.88999999999999,1
2023-02-06,43.36333333333334,1
2023-02-07,44.10333333333333,1
2023-02-08,55.910000000000004,1
2023-02-09,47.60999999999999,1
2023-02-10,49.096666666666664,1
2023-02-11,40.14333333333334,1
2023-02-12,15.39733333333333,0
2023-02-13,35.37333333333333,1
2023-02-14,54.79666666666666,1
2023-02-15,36.45333333333333,1
2023-02-16,16.075,0
2023-02-17,28.439999999999998,1
2023-02-18,32.592,1
2023-02-19,42.50666666666667,1
2023-02-20,59.56999999999999,1
2023-02-21,73.55,1
2023-02-22,79.02666666666666,1
2023-02-23,40.26333333333333,1
2023-02-24,48.376666666666665,1
2023-02-25,39.669999999999995,1
2023-02-26,36.32,1
2023-02-27,46.60666666666666,1
2023-02-28,39.56666666666667,1
2023-03-01,42.15333333333333,1
2023-03-02,33.14333333333333,1
2023-03-03,51.49666666666667,1
2023-03-04,41.22666666666667,1
2023-03-05,41.23666666666667,1
2023-03-06,25.55666666666667,1
2023-03-07,23.399999999999995,0
2023-03-08,32.13666666666666,1
2023-03-09,27.409999999999997,1
2023-03-10,56.870000000000005,1
2023-03-11,46.81999999999999,1
2023-03-12,30.863333333333333,1
2023-03-13,46.25666666666666,1
2023-03-14,43.97,1
2023-03-15,31.939999999999998,1
2023-03-16,39.026666666666664,1
2023-03-17,34.24666666666667,1
2023-03-18,29.070000000000004,1
2023-03-19,23.50666666666667,0
2023-03-20,31.81,1
2023-03-21,23.736666666666668,0
2023-03-22,32.11333333333334,1
2023-03-23,27.333333333333332,1
2023-03-24,38.53333333333333,1
2023-03-25,35.03,1
2023-03-26,25.139,1
2023-03-27,23.316666666666663,0
2023-03-28,44.79666666666666,1
2023-03-29,55.73,1
2023-03-30,38.77,1
2023-03-31,33.77,1
2023-04-01,44.38333333333333,1
2023-04-02,47.04666666666666,1
2023-04-03,26.49666666666667,1
2023-04-04,24.02,0
2023-04-05,22.356666666666666,0
2023-04-06,25.503333333333334,1
2023-04-07,33.99333333333333,1
2023-04-08,34.693333333333335,1
2023-04-09,38.120000000000005,1
2023-04-10,47.6,1
2023-04-11,31.353333333333335,1
2023-04-12,36.973333333333336,1
2023-04-13,25.603333333333335,1
2023-04-14,21.386666666666667,0
2023-04-15,23.99,0
2023-04-16,36.72,1
2023-04-17,48.586666666666666,1
2023-04-18,38.589999999999996,1
2023-04-19,35.88333333333333,1
2023-04-20,28.133333333333336,1
2023-04-21,50.876666666666665,1
2023-04-22,41.53,1
2023-04-23,23.49333333333333,0
2023-04-24,32.49,1
2023-04-25,33.53,1
2023-04-26,19.5,0
2023-04-27,32.346666666666664,1
2023-04-28,28.48,1
2023-04-29,33.46,1
2023-04-30,28.669999999999998,1
2023-05-01,28.486666666666668,1
2023-05-02,24.596666666666668,0
2023-05-03,31.423333333333336,1
2023-05-04,24.463333333333328,0
2023-05-05,26.436666666666667,1
2023-05-06,25.956666666666667,1
2023-05-07,21.413333333333338,0
2023-05-08,19.316666666666666,0
2023-05-09,19.346666666666668,0
2023-05-10,18.66333333333333,0
2023-05-11,16.013333333333335,0
2023-05-12,14.103333333333333,0
2023-05-13,22.313333333333333,0
2023-05-14,39.443333333333335,1
2023-05-15,46.00999999999999,1
2023-05-16,24.401666666666667,0
2023-05-17,19.036666666666665,0
2023-05-18,14.466666666666669,0
